,year,odometer,keterangan
11350,2014.0,41428.0,Direkomendasikan
11351,2017.0,21958.0,Direkomendasikan
11352,2015.0,48518.0,Kurang Direkomendasikan
11353,2013.0,118197.0,Kurang Direkomendasikan
11355,2014.0,124515.0,Sangat Direkomendasikan
11356,2009.0,62265.0,Kurang Direkomendasikan
11357,2013.0,112268.0,Tidak Direkomendasikan
11358,2012.0,116800.0,Kurang Direkomendasikan
11359,2011.0,128257.0,Kurang Direkomendasikan
11360,2007.0,138000.0,Sangat Direkomendasikan
11361,2011.0,167665.0,Direkomendasikan
11362,2015.0,51000.0,Sangat Direkomendasikan
11363,2010.0,105335.0,Kurang Direkomendasikan
11364,2015.0,50840.0,Direkomendasikan
11365,2011.0,92320.0,Kurang Direkomendasikan
11366,2011.0,64725.0,Sangat Direkomendasikan
11367,2007.0,112008.0,Sangat Direkomendasikan
11368,2010.0,146820.0,Sangat Direkomendasikan
11369,2014.0,71120.0,Kurang Direkomendasikan
11370,2015.0,41729.0,Direkomendasikan
11371,2018.0,17084.0,Sangat Direkomendasikan
11372,2010.0,101363.0,Direkomendasikan
11373,2014.0,73200.0,Sangat Direkomendasikan
11374,2009.0,94700.0,Direkomendasikan
11375,2005.0,124889.0,Sangat Direkomendasikan
11376,2015.0,124000.0,Kurang Direkomendasikan
11377,2016.0,23596.0,Direkomendasikan
11379,2017.0,26859.0,Direkomendasikan
11380,2004.0,142500.0,Direkomendasikan
11382,2016.0,23596.0,Sangat Direkomendasikan
11383,2010.0,112649.0,Sangat Direkomendasikan
11384,2006.0,93000.0,Tidak Direkomendasikan
11385,2015.0,30990.0,Direkomendasikan
11386,2013.0,68302.0,Kurang Direkomendasikan
11387,2004.0,111500.0,Kurang Direkomendasikan
11389,2013.0,79927.0,Sangat Direkomendasikan
11391,2013.0,79927.0,Sangat Direkomendasikan
11392,2016.0,23800.0,Sangat Direkomendasikan
11393,2017.0,47998.0,Sangat Direkomendasikan
11395,2015.0,124099.0,Sangat Direkomendasikan
11396,2014.0,151437.0,Sangat Direkomendasikan
11397,2006.0,247785.0,Kurang Direkomendasikan
11398,2007.0,161099.0,Kurang Direkomendasikan
11399,2015.0,67327.0,Kurang Direkomendasikan
11400,2015.0,94567.0,Direkomendasikan
11401,2010.0,167999.0,Sangat Direkomendasikan
11402,2011.0,161199.0,Kurang Direkomendasikan
11403,2018.0,8094.0,Direkomendasikan
11404,2014.0,64852.0,Kurang Direkomendasikan
11405,2017.0,43675.0,Kurang Direkomendasikan
11406,2014.0,76014.0,Direkomendasikan
11407,2015.0,32000.0,Sangat Direkomendasikan
11408,2017.0,68000.0,Kurang Direkomendasikan
11409,1997.0,212287.0,Kurang Direkomendasikan
11410,2014.0,59705.0,Direkomendasikan
11411,2012.0,160002.0,Kurang Direkomendasikan
11412,2015.0,95508.0,Direkomendasikan
11413,2007.0,156738.0,Sangat Direkomendasikan
11414,2013.0,49472.0,Sangat Direkomendasikan
11415,2013.0,54955.0,Kurang Direkomendasikan
11416,2018.0,107855.0,Sangat Direkomendasikan
11417,2017.0,29522.0,Direkomendasikan
11418,2014.0,103389.0,Direkomendasikan
11419,2017.0,60159.0,Sangat Direkomendasikan
11420,2016.0,32972.0,Kurang Direkomendasikan
11421,2017.0,38182.0,Direkomendasikan
11422,2014.0,103707.0,Direkomendasikan
11423,2013.0,106672.0,Direkomendasikan
11424,2012.0,95000.0,Kurang Direkomendasikan
11425,2014.0,49000.0,Sangat Direkomendasikan
11426,2005.0,191213.0,Direkomendasikan
11427,2006.0,161850.0,Direkomendasikan
11428,2012.0,49915.0,Kurang Direkomendasikan
11429,2011.0,124848.0,Kurang Direkomendasikan
11430,2014.0,76000.0,Direkomendasikan
11431,2016.0,32797.0,Kurang Direkomendasikan
11432,2013.0,79803.0,Kurang Direkomendasikan
11433,2013.0,17498.0,Direkomendasikan
11434,2003.0,113951.0,Sangat Direkomendasikan
11435,2010.0,105549.0,Kurang Direkomendasikan
11436,2017.0,37572.0,Direkomendasikan
11438,2016.0,37414.0,Sangat Direkomendasikan
11439,2015.0,48780.0,Kurang Direkomendasikan
11440,2019.0,6593.0,Sangat Direkomendasikan
11441,2006.0,184000.0,Sangat Direkomendasikan
11442,2003.0,150600.0,Kurang Direkomendasikan
11443,2010.0,175773.0,Sangat Direkomendasikan
11444,2012.0,70273.0,Sangat Direkomendasikan
11445,2007.0,193900.0,Sangat Direkomendasikan
11446,2017.0,33704.0,Kurang Direkomendasikan
11447,2018.0,13133.0,Sangat Direkomendasikan
11448,2009.0,160000.0,Kurang Direkomendasikan
11449,2016.0,86482.0,Kurang Direkomendasikan
11450,2014.0,66340.0,Tidak Direkomendasikan
11451,2003.0,113951.0,Sangat Direkomendasikan
11452,2014.0,46961.0,Sangat Direkomendasikan
11453,2017.0,39425.0,Sangat Direkomendasikan
11454,2002.0,183000.0,Kurang Direkomendasikan
11455,2011.0,105000.0,Kurang Direkomendasikan
11456,2016.0,31127.0,Direkomendasikan
11458,2011.0,106000.0,Kurang Direkomendasikan
11459,2015.0,14470.0,Sangat Direkomendasikan
11461,2004.0,175320.0,Direkomendasikan
11462,2008.0,210056.0,Direkomendasikan
11463,2009.0,165777.0,Kurang Direkomendasikan
11464,2011.0,212646.0,Sangat Direkomendasikan
11465,2011.0,212646.0,Kurang Direkomendasikan
11466,2018.0,14521.0,Direkomendasikan
11467,2000.0,64108.0,Direkomendasikan
11468,2004.0,161865.0,Sangat Direkomendasikan
11469,2007.0,148982.0,Direkomendasikan
11470,2007.0,132270.0,Sangat Direkomendasikan
11471,2006.0,103565.0,Direkomendasikan
11472,2008.0,125746.0,Tidak Direkomendasikan
11474,2003.0,179201.0,Sangat Direkomendasikan
11475,2015.0,35650.0,Kurang Direkomendasikan
11476,2004.0,149000.0,Sangat Direkomendasikan
11477,2003.0,220000.0,Direkomendasikan
11478,2013.0,172000.0,Direkomendasikan
11479,2018.0,12849.0,Sangat Direkomendasikan
11480,2014.0,60094.0,Sangat Direkomendasikan
11481,2018.0,12243.0,Sangat Direkomendasikan
11482,2018.0,15239.0,Kurang Direkomendasikan
11484,2013.0,92000.0,Kurang Direkomendasikan
11485,2008.0,112000.0,Kurang Direkomendasikan
11487,2006.0,176.0,Kurang Direkomendasikan
11488,2006.0,108400.0,Kurang Direkomendasikan
11489,2010.0,179600.0,Kurang Direkomendasikan
11490,2002.0,188395.0,Kurang Direkomendasikan
11491,2004.0,136726.0,Sangat Direkomendasikan
11492,2008.0,138275.0,Kurang Direkomendasikan
11493,2013.0,131010.0,Kurang Direkomendasikan
11494,2004.0,142498.0,Sangat Direkomendasikan
11496,2009.0,90707.0,Direkomendasikan
11497,2006.0,81652.0,Kurang Direkomendasikan
11498,2016.0,47500.0,Kurang Direkomendasikan
11499,2018.0,24000.0,Kurang Direkomendasikan
11501,2014.0,80521.0,Sangat Direkomendasikan
11502,2010.0,82658.0,Kurang Direkomendasikan
11503,2011.0,154210.0,Tidak Direkomendasikan
11504,2005.0,157050.0,Sangat Direkomendasikan
11505,2012.0,130296.0,Direkomendasikan
11506,2011.0,103565.0,Kurang Direkomendasikan
11507,2012.0,105729.0,Direkomendasikan
11508,2007.0,143092.0,Sangat Direkomendasikan
11509,2008.0,153327.0,Sangat Direkomendasikan
11510,2001.0,221659.0,Sangat Direkomendasikan
11511,2013.0,126371.0,Sangat Direkomendasikan
11512,2012.0,96720.0,Sangat Direkomendasikan
11513,2008.0,140725.0,Sangat Direkomendasikan
11514,2008.0,121281.0,Sangat Direkomendasikan
11515,2011.0,160597.0,Sangat Direkomendasikan
11516,2007.0,67110.0,Kurang Direkomendasikan
11517,2009.0,131345.0,Kurang Direkomendasikan
11518,2015.0,80000.0,Direkomendasikan
11519,2009.0,109695.0,Kurang Direkomendasikan
11520,2007.0,117395.0,Kurang Direkomendasikan
11521,2011.0,122988.0,Kurang Direkomendasikan
11522,2011.0,120130.0,Kurang Direkomendasikan
11523,2005.0,133826.0,Kurang Direkomendasikan
11524,2009.0,100935.0,Kurang Direkomendasikan
11525,2012.0,153124.0,Kurang Direkomendasikan
11526,2000.0,98695.0,Direkomendasikan
11527,2011.0,173173.0,Kurang Direkomendasikan
11528,2005.0,157097.0,Kurang Direkomendasikan
11529,2006.0,181021.0,Kurang Direkomendasikan
11530,2002.0,73527.0,Direkomendasikan
11531,2002.0,140323.0,Kurang Direkomendasikan
11532,2006.0,210740.0,Direkomendasikan
11533,2007.0,87066.0,Sangat Direkomendasikan
11534,2009.0,133976.0,Tidak Direkomendasikan
11535,2014.0,133054.0,Kurang Direkomendasikan
11536,2012.0,172561.0,Kurang Direkomendasikan
11537,2002.0,157565.0,Sangat Direkomendasikan
11538,2011.0,129440.0,Sangat Direkomendasikan
11539,1998.0,129853.0,Sangat Direkomendasikan
11540,1999.0,140987.0,Direkomendasikan
11541,2000.0,173361.0,Direkomendasikan
11542,2004.0,152491.0,Kurang Direkomendasikan
11543,2006.0,146125.0,Sangat Direkomendasikan
11544,2002.0,168110.0,Sangat Direkomendasikan
11545,2001.0,319068.0,Sangat Direkomendasikan
11546,2005.0,183551.0,Sangat Direkomendasikan
11547,2010.0,164915.0,Direkomendasikan
11548,2005.0,140035.0,Kurang Direkomendasikan
11549,2002.0,143555.0,Direkomendasikan
11550,2010.0,128099.0,Direkomendasikan
11551,2010.0,235388.0,Sangat Direkomendasikan
11552,2006.0,100625.0,Kurang Direkomendasikan
11553,2002.0,172525.0,Kurang Direkomendasikan
11554,2013.0,123400.0,Sangat Direkomendasikan
11555,2011.0,166710.0,Sangat Direkomendasikan
11556,2011.0,160550.0,Sangat Direkomendasikan
11557,2003.0,292533.0,Sangat Direkomendasikan
11559,2018.0,3107.0,Kurang Direkomendasikan
11560,2007.0,77679.0,Sangat Direkomendasikan
11561,2008.0,175422.0,Sangat Direkomendasikan
11562,2005.0,103500.0,Kurang Direkomendasikan
11563,2008.0,139300.0,Tidak Direkomendasikan
11564,2009.0,142094.0,Direkomendasikan
11566,2006.0,172000.0,Kurang Direkomendasikan
11567,2005.0,50000.0,Direkomendasikan
11568,2007.0,110410.0,Direkomendasikan
11569,2013.0,141685.0,Direkomendasikan
11571,2009.0,187000.0,Direkomendasikan
11573,2014.0,77993.0,Sangat Direkomendasikan
11574,1999.0,52604.0,Kurang Direkomendasikan
11578,2016.0,39945.0,Kurang Direkomendasikan
11579,2012.0,93842.0,Kurang Direkomendasikan
11580,2011.0,87179.0,Kurang Direkomendasikan
11581,2011.0,180542.0,Sangat Direkomendasikan
11583,2002.0,141840.0,Kurang Direkomendasikan
11584,2006.0,183000.0,Sangat Direkomendasikan
11586,2011.0,106578.0,Direkomendasikan
11587,2003.0,122861.0,Direkomendasikan
11589,2005.0,16500.0,Kurang Direkomendasikan
11590,2007.0,172000.0,Direkomendasikan
11591,2009.0,91085.0,Sangat Direkomendasikan
11592,2011.0,113942.0,Direkomendasikan
11594,2014.0,160015.0,Direkomendasikan
11595,2007.0,185132.0,Kurang Direkomendasikan
11596,2004.0,171678.0,Tidak Direkomendasikan
11597,2011.0,161000.0,Sangat Direkomendasikan
11598,2015.0,41993.0,Kurang Direkomendasikan
11599,2005.0,10835.0,Sangat Direkomendasikan
11600,2019.0,27570.0,Direkomendasikan
11601,2014.0,123000.0,Kurang Direkomendasikan
11602,2015.0,52821.0,Kurang Direkomendasikan
11603,2014.0,89000.0,Sangat Direkomendasikan
11604,2007.0,225000.0,Kurang Direkomendasikan
11605,1998.0,139000.0,Kurang Direkomendasikan
11606,2006.0,74000.0,Sangat Direkomendasikan
11607,2014.0,91000.0,Sangat Direkomendasikan
11608,2010.0,91000.0,Sangat Direkomendasikan
11609,2012.0,91000.0,Kurang Direkomendasikan
11610,2013.0,78000.0,Kurang Direkomendasikan
11611,2008.0,157000.0,Kurang Direkomendasikan
11612,2012.0,92000.0,Sangat Direkomendasikan
11613,2013.0,87000.0,Sangat Direkomendasikan
11614,2015.0,73000.0,Sangat Direkomendasikan
11615,2008.0,136797.0,Sangat Direkomendasikan
11616,2001.0,282000.0,Sangat Direkomendasikan
11617,2005.0,48500.0,Kurang Direkomendasikan
11618,2005.0,234632.0,Sangat Direkomendasikan
11619,2014.0,21089.0,Kurang Direkomendasikan
11620,2010.0,186650.0,Sangat Direkomendasikan
11621,2011.0,225000.0,Kurang Direkomendasikan
11622,2006.0,102420.0,Direkomendasikan
11625,2015.0,96001.0,Direkomendasikan
11626,2016.0,42301.0,Sangat Direkomendasikan
11627,2008.0,170606.0,Direkomendasikan
11628,2013.0,48489.0,Kurang Direkomendasikan
11629,2017.0,13874.0,Kurang Direkomendasikan
11631,2009.0,108400.0,Kurang Direkomendasikan
11632,2006.0,172925.0,Direkomendasikan
11634,2003.0,158876.0,Kurang Direkomendasikan
11635,2008.0,232108.0,Tidak Direkomendasikan
11636,2003.0,186324.0,Sangat Direkomendasikan
11637,2016.0,49684.0,Kurang Direkomendasikan
11638,2009.0,185959.0,Kurang Direkomendasikan
11640,2007.0,84.0,Kurang Direkomendasikan
11641,2018.0,6039.0,Kurang Direkomendasikan
11643,2013.0,113462.0,Sangat Direkomendasikan
11644,2007.0,143029.0,Kurang Direkomendasikan
11645,2004.0,176341.0,Kurang Direkomendasikan
11646,2014.0,81787.0,Kurang Direkomendasikan
11647,2017.0,19481.0,Sangat Direkomendasikan
11648,2018.0,48551.0,Sangat Direkomendasikan
11649,2016.0,69843.0,Sangat Direkomendasikan
11650,2015.0,120000.0,Sangat Direkomendasikan
11651,2002.0,250000.0,Direkomendasikan
11652,2003.0,166290.0,Kurang Direkomendasikan
11653,2010.0,172317.0,Sangat Direkomendasikan
11654,2004.0,130145.0,Kurang Direkomendasikan
11655,2012.0,100834.0,Direkomendasikan
11656,2014.0,12693.0,Direkomendasikan
11657,2012.0,16684.0,Sangat Direkomendasikan
11658,1993.0,311000.0,Sangat Direkomendasikan
11661,2012.0,49788.0,Sangat Direkomendasikan
11662,2017.0,20609.0,Sangat Direkomendasikan
11663,2013.0,36445.0,Sangat Direkomendasikan
11664,2011.0,63443.0,Sangat Direkomendasikan
11665,2016.0,42873.0,Kurang Direkomendasikan
11666,2015.0,46296.0,Kurang Direkomendasikan
11667,2017.0,39816.0,Kurang Direkomendasikan
11668,2017.0,39956.0,Sangat Direkomendasikan
11669,2011.0,118322.0,Sangat Direkomendasikan
11670,2010.0,119332.0,Sangat Direkomendasikan
11671,2004.0,117986.0,Kurang Direkomendasikan
11672,2016.0,63491.0,Kurang Direkomendasikan
11673,2017.0,44520.0,Sangat Direkomendasikan
11674,2016.0,66618.0,Kurang Direkomendasikan
11675,2016.0,75805.0,Kurang Direkomendasikan
11676,2005.0,55428.0,Tidak Direkomendasikan
11677,2007.0,175953.0,Sangat Direkomendasikan
11678,2012.0,154473.0,Sangat Direkomendasikan
11679,1993.0,230200.0,Sangat Direkomendasikan
11680,2006.0,138416.0,Kurang Direkomendasikan
11681,2010.0,193392.0,Kurang Direkomendasikan
11682,2003.0,108454.0,Direkomendasikan
11683,2010.0,131513.0,Direkomendasikan
11684,2001.0,202437.0,Kurang Direkomendasikan
11685,2011.0,110445.0,Kurang Direkomendasikan
11688,2017.0,43702.0,Sangat Direkomendasikan
11689,2008.0,147000.0,Sangat Direkomendasikan
11691,2015.0,58867.0,Kurang Direkomendasikan
11692,2010.0,121340.0,Direkomendasikan
11694,1997.0,181000.0,Sangat Direkomendasikan
11696,2018.0,10329.0,Sangat Direkomendasikan
11697,2016.0,69843.0,Tidak Direkomendasikan
11698,2014.0,81787.0,Kurang Direkomendasikan
11699,2013.0,102491.0,Kurang Direkomendasikan
11700,2011.0,46584.0,Sangat Direkomendasikan
11701,2006.0,139249.0,Direkomendasikan
11702,2013.0,43128.0,Tidak Direkomendasikan
11703,2010.0,117148.0,Sangat Direkomendasikan
11704,1999.0,164235.0,Direkomendasikan
11705,2007.0,237487.0,Direkomendasikan
11706,2007.0,121907.0,Sangat Direkomendasikan
11707,2018.0,11571.0,Sangat Direkomendasikan
11708,2015.0,39098.0,Direkomendasikan
11709,2016.0,23156.0,Direkomendasikan
11710,2016.0,29556.0,Kurang Direkomendasikan
11711,2015.0,50656.0,Sangat Direkomendasikan
11712,2015.0,29444.0,Direkomendasikan
11713,2014.0,55829.0,Direkomendasikan
11714,2014.0,25176.0,Sangat Direkomendasikan
11715,2008.0,151000.0,Kurang Direkomendasikan
11716,2006.0,136000.0,Direkomendasikan
11717,2010.0,93000.0,Kurang Direkomendasikan
11718,2015.0,51000.0,Direkomendasikan
11719,2006.0,147816.0,Kurang Direkomendasikan
11720,2010.0,116798.0,Sangat Direkomendasikan
11721,2007.0,95707.0,Kurang Direkomendasikan
11722,2005.0,69100.0,Direkomendasikan
11723,2018.0,41582.0,Sangat Direkomendasikan
11724,2017.0,16761.0,Sangat Direkomendasikan
11725,2017.0,71723.0,Kurang Direkomendasikan
11726,2005.0,89781.0,Direkomendasikan
11728,2000.0,124000.0,Sangat Direkomendasikan
11729,2007.0,170000.0,Kurang Direkomendasikan
11730,2016.0,39794.0,Direkomendasikan
11731,2008.0,37000.0,Direkomendasikan
11732,2012.0,156200.0,Kurang Direkomendasikan
11735,2008.0,58282.0,Direkomendasikan
11736,2016.0,46800.0,Sangat Direkomendasikan
11737,2016.0,22783.0,Sangat Direkomendasikan
11738,2014.0,10286.0,Tidak Direkomendasikan
11739,2016.0,33252.0,Direkomendasikan
11741,2010.0,161000.0,Direkomendasikan
11742,2001.0,168000.0,Sangat Direkomendasikan
11743,2000.0,156000.0,Sangat Direkomendasikan
11744,2010.0,139400.0,Direkomendasikan
11747,2008.0,239080.0,Direkomendasikan
11748,2019.0,15113.0,Kurang Direkomendasikan
11749,2004.0,213021.0,Direkomendasikan
11750,1999.0,123000.0,Sangat Direkomendasikan
11751,2005.0,186540.0,Kurang Direkomendasikan
11752,2012.0,132479.0,Direkomendasikan
11753,2015.0,102783.0,Direkomendasikan
11754,2016.0,26250.0,Kurang Direkomendasikan
11755,2005.0,150000.0,Direkomendasikan
11756,2016.0,84638.0,Kurang Direkomendasikan
11757,2010.0,176000.0,Direkomendasikan
11759,2014.0,109565.0,Kurang Direkomendasikan
11760,2015.0,58472.0,Direkomendasikan
11761,2001.0,292956.0,Sangat Direkomendasikan
11763,1997.0,136087.0,Kurang Direkomendasikan
11765,2016.0,39800.0,Direkomendasikan
11767,2014.0,103544.0,Direkomendasikan
11768,2007.0,179445.0,Direkomendasikan
11771,2014.0,81576.0,Sangat Direkomendasikan
11772,1998.0,223.0,Direkomendasikan
11773,2013.0,70028.0,Direkomendasikan
11775,1996.0,221609.0,Kurang Direkomendasikan
11776,2005.0,173322.0,Sangat Direkomendasikan
11781,2006.0,198.0,Sangat Direkomendasikan
11782,2004.0,195804.0,Kurang Direkomendasikan
11783,1999.0,139000.0,Sangat Direkomendasikan
11784,2017.0,29182.0,Sangat Direkomendasikan
11785,2005.0,246584.0,Kurang Direkomendasikan
11786,2009.0,122739.0,Sangat Direkomendasikan
11787,2005.0,170371.0,Kurang Direkomendasikan
11788,1996.0,185000.0,Kurang Direkomendasikan
11789,2008.0,139893.0,Sangat Direkomendasikan
11790,2006.0,247707.0,Kurang Direkomendasikan
11791,2009.0,158000.0,Kurang Direkomendasikan
11793,2018.0,18997.0,Direkomendasikan
11794,2016.0,59467.0,Sangat Direkomendasikan
11795,2008.0,104195.0,Sangat Direkomendasikan
11796,2012.0,99295.0,Sangat Direkomendasikan
11797,2004.0,147823.0,Direkomendasikan
11798,2012.0,108988.0,Sangat Direkomendasikan
11799,2015.0,120600.0,Sangat Direkomendasikan
11800,2013.0,78838.0,Sangat Direkomendasikan
11801,2007.0,150000.0,Direkomendasikan
11802,2013.0,86800.0,Sangat Direkomendasikan
11803,2006.0,14883.0,Sangat Direkomendasikan
11804,2017.0,32029.0,Sangat Direkomendasikan
11805,2016.0,42998.0,Kurang Direkomendasikan
11806,2015.0,125087.0,Sangat Direkomendasikan
11807,2010.0,143097.0,Kurang Direkomendasikan
11808,2016.0,64999.0,Kurang Direkomendasikan
11809,2013.0,119799.0,Kurang Direkomendasikan
11810,2009.0,150.0,Sangat Direkomendasikan
11811,2007.0,159000.0,Sangat Direkomendasikan
11812,2003.0,181473.0,Direkomendasikan
11813,2012.0,90278.0,Sangat Direkomendasikan
11814,1999.0,178000.0,Sangat Direkomendasikan
11815,2009.0,137502.0,Sangat Direkomendasikan
11816,1999.0,202853.0,Kurang Direkomendasikan
11817,2009.0,173421.0,Sangat Direkomendasikan
11818,2004.0,92000.0,Tidak Direkomendasikan
11819,2001.0,170000.0,Sangat Direkomendasikan
11820,2008.0,222031.0,Sangat Direkomendasikan
11821,2018.0,40318.0,Sangat Direkomendasikan
11822,2017.0,43113.0,Sangat Direkomendasikan
11823,1992.0,287725.0,Sangat Direkomendasikan
11824,2014.0,95138.0,Kurang Direkomendasikan
11825,2014.0,105506.0,Tidak Direkomendasikan
11826,2013.0,100712.0,Direkomendasikan
11827,2009.0,110064.0,Sangat Direkomendasikan
11828,2013.0,86918.0,Direkomendasikan
11829,2016.0,27382.0,Sangat Direkomendasikan
11830,2009.0,141000.0,Kurang Direkomendasikan
11831,2017.0,38037.0,Kurang Direkomendasikan
11833,2008.0,156558.0,Kurang Direkomendasikan
11834,2015.0,82300.0,Tidak Direkomendasikan
11835,2012.0,51714.0,Kurang Direkomendasikan
11836,2015.0,104174.0,Kurang Direkomendasikan
11837,2012.0,141850.0,Kurang Direkomendasikan
11840,2008.0,78000.0,Direkomendasikan
11842,2018.0,29881.0,Sangat Direkomendasikan
11844,2011.0,106103.0,Sangat Direkomendasikan
11845,2015.0,106789.0,Kurang Direkomendasikan
11846,2012.0,92932.0,Direkomendasikan
11847,2007.0,122966.0,Kurang Direkomendasikan
11848,2014.0,67000.0,Kurang Direkomendasikan
11849,2014.0,99804.0,Direkomendasikan
11851,2003.0,190000.0,Sangat Direkomendasikan
11852,2015.0,110000.0,Sangat Direkomendasikan
11853,2012.0,92932.0,Kurang Direkomendasikan
11854,2012.0,114929.0,Tidak Direkomendasikan
11855,2016.0,54697.0,Kurang Direkomendasikan
11856,2007.0,85591.0,Kurang Direkomendasikan
11857,2006.0,215504.0,Direkomendasikan
11858,2018.0,53600.0,Direkomendasikan
11859,2017.0,38585.0,Kurang Direkomendasikan
11860,2016.0,78088.0,Sangat Direkomendasikan
11861,2019.0,2896.0,Kurang Direkomendasikan
11862,2013.0,48276.0,Kurang Direkomendasikan
11863,2014.0,58403.0,Kurang Direkomendasikan
11864,2016.0,48705.0,Kurang Direkomendasikan
11865,2019.0,4449.0,Kurang Direkomendasikan
11866,2018.0,12088.0,Kurang Direkomendasikan
11867,2008.0,242000.0,Direkomendasikan
11868,2015.0,72532.0,Sangat Direkomendasikan
11869,2014.0,129010.0,Direkomendasikan
11870,2015.0,35000.0,Sangat Direkomendasikan
11871,2011.0,72318.0,Kurang Direkomendasikan
11872,2005.0,75000.0,Kurang Direkomendasikan
11873,2005.0,135192.0,Sangat Direkomendasikan
11874,2011.0,170500.0,Tidak Direkomendasikan
11875,2014.0,97228.0,Kurang Direkomendasikan
11876,2002.0,99465.0,Tidak Direkomendasikan
11877,2002.0,218278.0,Kurang Direkomendasikan
11878,2011.0,157316.0,Sangat Direkomendasikan
11879,2011.0,93750.0,Kurang Direkomendasikan
11880,2017.0,16760.0,Direkomendasikan
11881,2006.0,290000.0,Kurang Direkomendasikan
11882,2015.0,11350.0,Sangat Direkomendasikan
11883,2014.0,50241.0,Direkomendasikan
11884,2011.0,36088.0,Sangat Direkomendasikan
11885,2015.0,39148.0,Sangat Direkomendasikan
11886,2015.0,41552.0,Direkomendasikan
11887,2017.0,64876.0,Sangat Direkomendasikan
11888,2016.0,33848.0,Sangat Direkomendasikan
11889,2014.0,59491.0,Direkomendasikan
11890,2007.0,87027.0,Kurang Direkomendasikan
11891,2010.0,47060.0,Sangat Direkomendasikan
11892,2011.0,106092.0,Direkomendasikan
11893,1993.0,161000.0,Kurang Direkomendasikan
11894,2017.0,35533.0,Direkomendasikan
11895,2017.0,33972.0,Sangat Direkomendasikan
11896,2012.0,64674.0,Direkomendasikan
11897,2012.0,107664.0,Direkomendasikan
11898,2009.0,152326.0,Direkomendasikan
11899,2010.0,136602.0,Direkomendasikan
11900,2004.0,139239.0,Sangat Direkomendasikan
11901,2002.0,142000.0,Kurang Direkomendasikan
11902,2011.0,110579.0,Kurang Direkomendasikan
11903,2015.0,93525.0,Direkomendasikan
11904,2013.0,96403.0,Sangat Direkomendasikan
11905,2007.0,206784.0,Direkomendasikan
11907,2007.0,149899.0,Kurang Direkomendasikan
11908,2017.0,28108.0,Sangat Direkomendasikan
11909,2013.0,100819.0,Sangat Direkomendasikan
11910,2016.0,57246.0,Kurang Direkomendasikan
11911,2013.0,102491.0,Direkomendasikan
11912,2018.0,10329.0,Kurang Direkomendasikan
11913,2018.0,15239.0,Direkomendasikan
11914,2005.0,114000.0,Kurang Direkomendasikan
11915,2014.0,70660.0,Kurang Direkomendasikan
11917,2003.0,223207.0,Sangat Direkomendasikan
11918,2016.0,29498.0,Sangat Direkomendasikan
11919,2015.0,31516.0,Sangat Direkomendasikan
11920,2010.0,12500.0,Sangat Direkomendasikan
11921,2016.0,60111.0,Sangat Direkomendasikan
11922,2014.0,46000.0,Sangat Direkomendasikan
11923,2005.0,148500.0,Sangat Direkomendasikan
11924,2012.0,130000.0,Direkomendasikan
11925,2001.0,320000.0,Sangat Direkomendasikan
11926,2018.0,73000.0,Kurang Direkomendasikan
11927,2006.0,190540.0,Kurang Direkomendasikan
11928,2012.0,73013.0,Sangat Direkomendasikan
11929,2005.0,111065.0,Sangat Direkomendasikan
11934,2018.0,21500.0,Direkomendasikan
11935,2007.0,167392.0,Kurang Direkomendasikan
11937,2007.0,198802.0,Kurang Direkomendasikan
11938,2016.0,69400.0,Direkomendasikan
11940,2002.0,114247.0,Direkomendasikan
11942,2006.0,156000.0,Kurang Direkomendasikan
11943,1999.0,99.0,Kurang Direkomendasikan
11945,2008.0,35000.0,Direkomendasikan
11946,2010.0,200000.0,Kurang Direkomendasikan
11947,2015.0,28000.0,Kurang Direkomendasikan
11949,2015.0,52960.0,Kurang Direkomendasikan
11950,2008.0,166367.0,Kurang Direkomendasikan
11951,2017.0,41685.0,Sangat Direkomendasikan
11952,2008.0,192000.0,Tidak Direkomendasikan
11953,2015.0,67450.0,Sangat Direkomendasikan
11954,2014.0,89675.0,Sangat Direkomendasikan
11955,2016.0,108000.0,Kurang Direkomendasikan
11956,2010.0,174645.0,Sangat Direkomendasikan
11957,2002.0,107.0,Kurang Direkomendasikan
11958,2015.0,88581.0,Direkomendasikan
11959,2009.0,149389.0,Direkomendasikan
11960,2003.0,200000.0,Direkomendasikan
11961,2004.0,160000.0,Kurang Direkomendasikan
11962,2009.0,119258.0,Sangat Direkomendasikan
11963,2015.0,51424.0,Sangat Direkomendasikan
11964,2013.0,75059.0,Sangat Direkomendasikan
11965,2016.0,44438.0,Sangat Direkomendasikan
11966,2009.0,105609.0,Direkomendasikan
11967,2007.0,128734.0,Kurang Direkomendasikan
11968,2003.0,234000.0,Kurang Direkomendasikan
11969,2016.0,52842.0,Sangat Direkomendasikan
11971,1996.0,138000.0,Direkomendasikan
11972,2008.0,73220.0,Sangat Direkomendasikan
11973,2003.0,226000.0,Direkomendasikan
11974,1997.0,147000.0,Kurang Direkomendasikan
11975,2013.0,72381.0,Kurang Direkomendasikan
11976,2006.0,136872.0,Kurang Direkomendasikan
11977,2006.0,186000.0,Sangat Direkomendasikan
11978,1997.0,75000.0,Direkomendasikan
11979,2012.0,85000.0,Sangat Direkomendasikan
11980,2013.0,50557.0,Sangat Direkomendasikan
11981,2014.0,46571.0,Sangat Direkomendasikan
11982,2013.0,77947.0,Direkomendasikan
